"bill_number","bill_id","session_id","session","session_name","bill_url","state_link","bill_title","type","bill_desc","status","status_date","session_year","two_year_period"
"S0490",1956520,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0490/2025","https://www.flsenate.gov/Session/Bill/2025/490","Concealed Carry Licensing Requirements for Law Enforcement Officers, Correctional Officers, Correctional Probation Officers, and Military Servicemembers",NA,"Specifying that correctional probation officers have the right to carry concealed firearms, during off-duty hours, at the discretion of their superior officers; authorizing correctional probation officers to perform certain law enforcement functions under limited circumstances; revising the exceptions to the required 3-day waiting period between purchase and delivery of a firearm, etc.",1,"2025-02-05",2025,"2025-2026"
"S0492",1956553,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0492/2025","https://www.flsenate.gov/Session/Bill/2025/492","Mitigation Banking",NA,"Revising the schedule to which the Department of Environmental Protection and water management districts are required to adhere for the release of credits awarded by a mitigation bank permit; prohibiting the release of mitigation credits for freshwater wetland creation until certain criteria are met; authorizing certain projects or activities to use credits released from a bank to offset impacts if certain requirements are met, etc.",1,"2025-02-05",2025,"2025-2026"
"S0494",1956161,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0494/2025","https://www.flsenate.gov/Session/Bill/2025/494","Aggravated Animal Cruelty",NA,"Citing this act as ""Dexter's Law""; requiring the Department of Law Enforcement to post on its website the names of certain individuals who have violated specified animal cruelty provisions; providing a sentencing multiplier for specified offenses of aggravated animal cruelty, etc.",1,"2025-02-05",2025,"2025-2026"
"S0496",1956483,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0496/2025","https://www.flsenate.gov/Session/Bill/2025/496","Timeshare Management Firms",NA,"Revising applicability for provisions governing conflicts of interest between community association managers or community association management firms and certain persons with a financial interest in such associations; deleting a provision requiring managing entities that perform community association management to comply with certain provisions related to community association management firms; requiring the board of administration of a timeshare condominium to meet once per year, etc.",1,"2025-02-05",2025,"2025-2026"
"S0498",1956291,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0498/2025","https://www.flsenate.gov/Session/Bill/2025/498","Trust Fund Interest for Purposes Approved by the Supreme Court",NA,"Authorizing financial institutions to hold funds in specified trust accounts to be used for specified purposes; requiring a financial institution to submit a rate validation sheet and affidavit to the Chief Financial Officer within a specified timeframe attesting it will pay a certain interest rate; requiring the Chief Financial Officer to determine, at specified intervals, the interest rate of a specified interest rate alternative, etc.",1,"2025-02-05",2025,"2025-2026"
"S0500",1957189,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0500/2025","https://www.flsenate.gov/Session/Bill/2025/500","Spectrum Alert",NA,"Requiring the Department of Law Enforcement, in cooperation with the Department of Transportation, the Department of Highway Safety and Motor Vehicles, the Department of the Lottery, and local law enforcement agencies, to establish and implement the Spectrum Alert; requiring the department, in cooperation with specified entities, to develop a training program and alert system for missing children with autism spectrum disorder which is compatible with existing alert systems, etc.",1,"2025-02-05",2025,"2025-2026"
"S0502",1956949,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0502/2025","https://www.flsenate.gov/Session/Bill/2025/502","Animal Cruelty Offenses",NA,"Defining the term ""domestic animal""; providing criminal punishment scoring, etc.",1,"2025-02-05",2025,"2025-2026"
"S0504",1956769,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0504/2025","https://www.flsenate.gov/Session/Bill/2025/504","Department of Transportation Construction Projects",NA,"Revising the percentage of the contracted amount for certain construction projects which the Department of Transportation is required to allocate for the purchase of plant materials, etc.",1,"2025-02-05",2025,"2025-2026"
"S0506",1956647,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0506/2025","https://www.flsenate.gov/Session/Bill/2025/506","Graduation Requirements for English for Speakers of Other Languages Program Students",NA,"Authorizing certain English for Speakers of Other Languages (ESOL) program students to meet the Algebra I end-of-course assessment requirements in a specified manner, etc.",1,"2025-02-05",2025,"2025-2026"
"S0508",1956827,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0508/2025","https://www.flsenate.gov/Session/Bill/2025/508","Family Empowerment Scholarship Program",NA,"Requiring private schools participating in the Family Empowerment Scholarship Program to provide specified information in writing to parents before certain students enroll in the school; requiring that the parent of certain students be informed of certain information within a specified timeframe, etc.",1,"2025-02-05",2025,"2025-2026"
"S0510",1956707,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0510/2025","https://www.flsenate.gov/Session/Bill/2025/510","Heat Illness Prevention",NA,"Requiring certain employers to implement an outdoor heat exposure safety program that has been approved by specified departments; providing responsibilities for certain employers and employees; requiring specified annual training on heat illness and providing requirements for such training, etc.",1,"2025-02-05",2025,"2025-2026"
"S0512",1957427,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0512/2025","https://www.flsenate.gov/Session/Bill/2025/512","Medical Marijuana Edibles",NA,"Revising the packaging and labeling requirements for medical marijuana edibles, etc.",1,"2025-02-05",2025,"2025-2026"
"S0514",1957248,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0514/2025","https://www.flsenate.gov/Session/Bill/2025/514","Medical Review Committees",NA,"Revising the definition of the term ""medical review committee""; revising provisions related to discovery and evidence in civil and administrative actions to conform to changes made by the act, etc.",1,"2025-02-05",2025,"2025-2026"
"S0516",1957065,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0516/2025","https://www.flsenate.gov/Session/Bill/2025/516","Complaints Against Law Enforcement and Correctional Officers",NA,"Requiring that a copy of a complaint, signed by the complainant under oath, be provided to law enforcement officers and correctional officers who are under investigation; prohibiting certain personnel actions from being taken against a law enforcement officer or correctional officer unless such officer receives a copy of the complaint signed by the complainant under oath; providing penalties for making a false complaint, etc.",1,"2025-02-05",2025,"2025-2026"
"S0518",1957127,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0518/2025","https://www.flsenate.gov/Session/Bill/2025/518","Transportation Facility Contractors",NA,"Authorizing the Department of Transportation to enter into certain construction, maintenance, and operation agreements; specifying that contractors that construct transportation facilities pursuant to the Florida Transportation Code do not act on behalf of the department for purposes of public records requirements, etc.",1,"2025-02-05",2025,"2025-2026"
"S0520",1957728,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0520/2025","https://www.flsenate.gov/Session/Bill/2025/520","Curators of Estates",NA,"Revising the requirements for a court to appoint a curator of certain estates; providing that a curator has specified authority and duties; providing the circumstances in which a curator must take into its custody the estate of specified decedents or persons; providing that a curator is subject to removal and surcharge by the court, etc.",1,"2025-02-05",2025,"2025-2026"
"S0522",1959158,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0522/2025","https://www.flsenate.gov/Session/Bill/2025/522","Sickle Cell Care Management and Treatment Education",NA,"Requiring the applicable licensing boards for specified health care professions to require a 2-hour continuing education course on sickle cell disease care management as part of every second biennial licensure or certification renewal; authorizing the applicable boards to approve additional equivalent courses to satisfy the requirement; authorizing health care practitioners holding two or more licenses or certificates subject to the course requirement to show proof of completion of one course to satisfy the requirement for all such licenses or certificates, etc.",1,"2025-02-06",2025,"2025-2026"
"S0524",1959191,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0524/2025","https://www.flsenate.gov/Session/Bill/2025/524","Newborn Screenings",NA,"Beginning on a specified date, requiring that the Department of Health's rules require that newborns be screened for Duchenne muscular dystrophy at the appropriate age, etc.",1,"2025-02-06",2025,"2025-2026"
"S0526",1958668,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0526/2025","https://www.flsenate.gov/Session/Bill/2025/526","Nursing Education Programs",NA,"Revising application requirements for nursing education program approval; providing for the revocation of a program's approval, and discipline of its program director, under certain circumstances; authorizing agents of the Department of Health to conduct onsite evaluations and inspections of approved and accredited nursing education programs; deeming failure or refusal of a program to allow such evaluation or inspection as a violation of a legal obligation, etc.",1,"2025-02-06",2025,"2025-2026"
"S0528",1958736,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0528/2025","https://www.flsenate.gov/Session/Bill/2025/528","Political Polls",NA,"Defining the term ""political poll""; requiring that political polls contain a specified phrase; providing criminal penalties; defining the term ""person"", etc.",1,"2025-02-06",2025,"2025-2026"
"S0530",1959049,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0530/2025","https://www.flsenate.gov/Session/Bill/2025/530","Assessments Levied on Recreational Vehicle Parks",NA,"Providing that a non-ad valorem special assessment on a recreational vehicle park levied by a county, municipality, or special district, respectively, may not be levied against a certain portion of a recreational vehicle parking space or campsite; requiring counties, municipalities, and special districts, respectively, to consider a recreational vehicle park's occupancy rates for a certain purpose, etc.",1,"2025-02-06",2025,"2025-2026"
"S0532",1958771,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0532/2025","https://www.flsenate.gov/Session/Bill/2025/532","Toll Payments",NA,"Exempting certain disabled veterans from the required payment of tolls for the use of toll facilities, etc.",1,"2025-02-06",2025,"2025-2026"
"S0534",1959121,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0534/2025","https://www.flsenate.gov/Session/Bill/2025/534","Animal Cruelty",NA,"Prohibiting a person from confining an animal in an unattended motor vehicle under certain circumstances; providing criminal penalties, etc.",1,"2025-02-06",2025,"2025-2026"
"S0536",1960301,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0536/2025","https://www.flsenate.gov/Session/Bill/2025/536","Term Limits Applicable to State Representatives and State Senators",NA,"Proposing amendments to the State Constitution to revise the term limits applicable to state representatives and state senators and to provide an effective date, etc.",1,"2025-02-06",2025,"2025-2026"
"S0538",1960474,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0538/2025","https://www.flsenate.gov/Session/Bill/2025/538","State Courts System",NA,"Revising the availability of judges to require at least one circuit judge in each circuit to be available for hearings with limited notice; revising the duty of the Florida Clerks of Court Operations Corporation to provide an annual budget request to be pursuant to specified provisions; deleting the per diem cap for arbitrators who participate in court-ordered, nonbinding arbitration; authorizing judges to authenticate a jurat, or certificate of proof or acknowledgment, by affixing their signature and printing their name, title, and court, etc.",1,"2025-02-06",2025,"2025-2026"
"S0540",1961566,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0540/2025","https://www.flsenate.gov/Session/Bill/2025/540","Disability History and Awareness Instruction",NA,"Citing this act as the ""Evin B. Hartsell Act""; requiring, rather than authorizing, disability history and awareness instruction; requiring that disability history and awareness instruction include specified material; authorizing a district school board to consult with the Evin B. Hartsell Foundation to further develop material, etc.",1,"2025-02-07",2025,"2025-2026"
"S0542",1961621,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0542/2025","https://www.flsenate.gov/Session/Bill/2025/542","Decreasing Racial and Ethnic Disparities in Mental Health and Substance Abuse Services",NA,"Revising priority areas for project proposals under the Closing the Gap grant program to include those addressing racial and ethnic disparities in morbidity and mortality rates relating to mental health and substance use disorders; requiring priority be given to proposals for areas with the greatest documented racial and ethnic disparities in the provision of mental health and substance abuse services, etc.",1,"2025-02-07",2025,"2025-2026"
"S0544",1962577,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0544/2025","https://www.flsenate.gov/Session/Bill/2025/544","Foster Care Payments",NA,"Authorizing certain payments to relatives or nonrelatives who have a child placed with them in out-of-home care and who obtain a child-specific level I foster license within a specified timeframe; making technical changes, etc.",1,"2025-02-07",2025,"2025-2026"
"S0546",1961936,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0546/2025","https://www.flsenate.gov/Session/Bill/2025/546","Home Cultivation of Marijuana",NA,"Authorizing certain qualified patients to apply to the Department of Agriculture and Consumer Services for a certificate to cultivate up to two cannabis plants for personal consumption; requiring the department to adopt rules related to such certificates, including rules for inspection and registration of each cannabis plant; providing that no more than two cannabis plants may be cultivated at a single residence regardless of the number of eligible qualified patients who reside there, etc.",1,"2025-02-07",2025,"2025-2026"
"S0548",1962421,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0548/2025","https://www.flsenate.gov/Session/Bill/2025/548","Carrying Concealed Weapons and Firearms in Courthouses",NA,"Revising the list of places into which a person may not carry a handgun or a concealed weapon or concealed firearm to allow judges and magistrates to carry concealed weapons and concealed firearms into any courthouse in the circuit in which they serve in such capacity, etc.",1,"2025-02-07",2025,"2025-2026"
"S0550",1962469,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0550/2025","https://www.flsenate.gov/Session/Bill/2025/550","Investments of Public Funds in Bitcoin",NA,"Authorizing the Chief Financial Officer to make investments in Bitcoin and other digital assets for a certain purpose; requiring the Chief Financial Officer to maintain flexibility in certain investment decisions; authorizing the Chief Financial Officer to invest money in Bitcoin from certain public funds; authorizing the Trustees of the State Board of Administration to invest and reinvest available funds of the System Trust Fund in Bitcoin; providing that investments of public funds in Bitcoin are exempt from certain security requirements, etc.",1,"2025-02-07",2025,"2025-2026"
"S0552",1962736,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0552/2025","https://www.flsenate.gov/Session/Bill/2025/552","Medical Marijuana",NA,"Specifying additional medical conditions that qualify an individual to receive medical marijuana and medical marijuana delivery devices; revising the frequency with which qualified physicians must evaluate existing qualified patients for a physician certification for the medical use of marijuana; requiring the Department of Health to establish procedures and processes for certain nonresidents to register as visiting qualified patients and be issued identification cards within a specified timeframe, etc.",1,"2025-02-07",2025,"2025-2026"
"S0554",1961837,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0554/2025","https://www.flsenate.gov/Session/Bill/2025/554","Insurance Practices",NA,"Revising the calculation that the Chief Financial Officer performs to set the rate of interest payable on judgments or decrees; requiring the Office of Insurance Regulation of the Financial Services Commission to create specified reports on related entities and compensation of executive officers for insurers, licensees, and registrants; revising the facts the office must consider in determining whether a rate is excessive, inadequate, or unfairly discriminatory; requiring insurers to send policyholders a written estimate of the amount of loss under certain circumstances, etc.",1,"2025-02-07",2025,"2025-2026"
"S0556",1961991,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0556/2025","https://www.flsenate.gov/Session/Bill/2025/556","Resale-restricted Affordable Housing",NA,"Requiring owners of resale-restricted affordable housing to submit a specified application to the property appraiser; requiring that resale-restricted affordable housing be assessed under a specified law; specifying that resale-restricted affordable housing is a land-use regulation and subject to a certain limitation, etc.",1,"2025-02-07",2025,"2025-2026"
"S0558",1963419,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0558/2025","https://www.flsenate.gov/Session/Bill/2025/558","Contracts for Postadoption Contact",NA,"Authorizing certain parties to enter into a written contract for postadoption contact which permits contact between an adopted child and his or her birth parent and siblings; requiring that the contract be filed with, approved by, and entered into a certain final judgment by the court under certain circumstances; authorizing and providing requirements for enforcement, modification, or termination of the contract; prohibiting enforcement of the contract in certain circumstances, etc.",1,"2025-02-10",2025,"2025-2026"
"S0560",1963432,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0560/2025","https://www.flsenate.gov/Session/Bill/2025/560","Chemical Additives in Food Products",NA,"Beginning on a specified date, prohibiting a food establishment from manufacturing, selling, or distributing food that contains specified chemical additives, etc.",1,"2025-02-10",2025,"2025-2026"
"S0562",1963407,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0562/2025","https://www.flsenate.gov/Session/Bill/2025/562","Use of Artificial Intelligence to Detect Firearms",NA,"Prohibiting the use of artificial intelligence to detect firearms in public areas; providing criminal penalties, etc.",1,"2025-02-10",2025,"2025-2026"
"S0564",1963488,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0564/2025","https://www.flsenate.gov/Session/Bill/2025/564","Chiropractic Medicine",NA,"Revising the definition of the term ""practice of chiropractic medicine"" to include the ordering, storing, possessing, prescribing, and administering of articles of natural origin under certain circumstances by certain chiropractic physicians; authorizing pharmacists to fill the orders of such chiropractic physicians; revising limitations on medical benefits in insurance policies providing personal injury protection, etc.",1,"2025-02-10",2025,"2025-2026"
"S0566",1963477,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0566/2025","https://www.flsenate.gov/Session/Bill/2025/566","Patient-directed Medical Orders",NA,"Revising legislative findings and intent to include palliative care for progressive illnesses; providing a purpose and requirements for a patient-directed medical order; requiring that certain health care services be provided to the principal regardless of the decision to withhold or withdraw life-prolonging procedures; authorizing physicians, physician assistants, and certain advanced practice registered nurses to withhold or withdraw life-prolonging procedures under certain circumstances without penalty, etc.",1,"2025-02-10",2025,"2025-2026"
"S0568",1964047,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0568/2025","https://www.flsenate.gov/Session/Bill/2025/568","Swimming Safety",NA,"Creating the ""Kareem Angel Green Autism Drowning Prevention Act""; prohibiting organizations from granting water access at public bathing places or public swimming pools to certain children without first being provided specified information; requiring organizations to provide specified personal flotation devices to certain children; authorizing public bathing places and public swimming pools to refuse water access to certain children whose parents or legal guardians have not provided specified information; creating the ""Open Water Safety Act""; requiring certain counties and municipalities to create pilot programs to install drowning prevention stations at high-risk public water access areas, etc.",1,"2025-02-10",2025,"2025-2026"
"S0570",1963560,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0570/2025","https://www.flsenate.gov/Session/Bill/2025/570","Swimming Pool and Spa Contractors",NA,"Revising definitions for purposes of part I of ch. 489, F.S., etc.",1,"2025-02-10",2025,"2025-2026"
"S0572",1963822,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0572/2025","https://www.flsenate.gov/Session/Bill/2025/572","Dangerous Dogs",NA,"Citing this act as the ""Pam Rock Act""; requiring certain dog owners to securely confine their dogs in a proper enclosure; requiring, rather than authorizing, that dogs subject to certain dangerous dog investigations be confiscated, impounded, and held; requiring animal control authorities to provide certain information to the Department of Agriculture and Consumer Services and to destroy certain dogs; requiring the department to create and maintain a statewide Dangerous Dog Registry, etc.",1,"2025-02-10",2025,"2025-2026"
"S0574",1964073,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0574/2025","https://www.flsenate.gov/Session/Bill/2025/574","Toll Exemptions for Purple Heart Medal Recipients",NA,"Revising eligibility for toll exemptions to include operators displaying a Purple Heart special license plate or a Purple Heart special motorcycle license plate, etc.",1,"2025-02-10",2025,"2025-2026"
"S0576",1963937,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0576/2025","https://www.flsenate.gov/Session/Bill/2025/576","Service of Process",NA,"Expanding the hours during which registered agents are required to keep the designated registered office open for the purpose of process service; authorizing service of process by personally serving the receiver for specified domestic entities in receivership during pendency of the receivership; requiring that a certain substituted service of process be issued in the name of the party to be served in care of the Secretary of State; specifying that registered agents must have been designated under a specified provision for a specified purpose, etc.",1,"2025-02-10",2025,"2025-2026"
"S0578",1963769,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0578/2025","https://www.flsenate.gov/Session/Bill/2025/578","Wine Containers",NA,"Revising an exception to the maximum allowable capacity for an individual container of wine sold in this state, etc.",1,"2025-02-10",2025,"2025-2026"
"S0580",1964019,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0580/2025","https://www.flsenate.gov/Session/Bill/2025/580","Persons Authorized to Solemnize Matrimony",NA,"Authorizing members of the Legislature to solemnize the rights of matrimonial contract, etc.",1,"2025-02-10",2025,"2025-2026"
"S0582",1963657,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0582/2025","https://www.flsenate.gov/Session/Bill/2025/582","Unlawful Demolition of Historical Buildings and Structures",NA,"Authorizing a code enforcement board or special magistrate to impose a fine that exceeds certain limits for the unlawful demolition of certain historical buildings or structures under certain circumstances; providing that such fine may not exceed a certain percentage of just market valuation, etc.",1,"2025-02-10",2025,"2025-2026"
"S0584",1964289,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0584/2025","https://www.flsenate.gov/Session/Bill/2025/584","Young Adult Housing Support",NA,"Requiring each Florida College System institution and state university to develop plans for prioritizing the placement of certain students; requiring the Department of Children and Families, community-based care lead agencies, and housing authorities to take any action required by the United States Department of Housing and Urban Development to administer the federal Foster Youth to Independence initiative; requiring the Office of Program Policy Analysis and Government Accountability (OPPAGA) to conduct a study of the barriers to housing faced by young adults who are homeless or were formerly in foster care, etc.",1,"2025-02-10",2025,"2025-2026"
"S0586",1964459,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0586/2025","https://www.flsenate.gov/Session/Bill/2025/586","Actions by Condominium Associations",NA,"Revising the limitations on actions by associations, etc.",1,"2025-02-10",2025,"2025-2026"
"S0588",1964473,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0588/2025","https://www.flsenate.gov/Session/Bill/2025/588","Campaign Communications",NA,"Prohibiting campaign-related telephone calls and text messages to specified voters; requiring candidates and other persons or organizations to cease immediately all communications with certain voters; specifying how a voter indicates that he or she no longer consents to such communications; authorizing a voter to bring a certain action in a court of competent jurisdiction, etc.",1,"2025-02-10",2025,"2025-2026"
"S0590",1964182,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0590/2025","https://www.flsenate.gov/Session/Bill/2025/590","State Board of Administration",NA,"Revising the federal regulations that apply to the statement of fiduciary standards and responsibilities for the Florida Retirement System Investment Plan; revising the timeframe after which third-party administrators or duly authorized agents of the board are required to cancel financial instruments issued for a specified purpose; authorizing the board to invest no more than a specified percentage in investments that comply with a specified fiduciary standard, etc.",1,"2025-02-10",2025,"2025-2026"
"S0592",1964335,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0592/2025","https://www.flsenate.gov/Session/Bill/2025/592","My Safe Florida Condominium Pilot Program",NA,"Limiting participation in the My Safe Florida Condominium Pilot Program to certain structures or buildings; revising the improvements for which a grant may be used; requiring that improvements be verified during the final hurricane mitigation inspection to qualify for grant funds; specifying that mitigation grants may be awarded only for mitigation improvements that will result in a mitigation credit, discount, or other rate differential, etc.",1,"2025-02-10",2025,"2025-2026"
"S0594",1964133,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0594/2025","https://www.flsenate.gov/Session/Bill/2025/594","Anchoring or Mooring at Seaports",NA,"Authorizing the governing bodies of certain seaports to apply to the Fish and Wildlife Conservation Commission to prohibit anchoring or mooring within specified boundary limits for specified purposes; authorizing the commission to consult with certain entities when considering an application for seaports where anchoring and mooring will be prohibited and the boundaries of such prohibited areas; requiring certain seaports annually to review the boundaries of approved prohibitions and notify the commission of such review and proposed modifications if necessary, etc.",1,"2025-02-10",2025,"2025-2026"
"S0596",1964208,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0596/2025","https://www.flsenate.gov/Session/Bill/2025/596","Cardiac Services Providers",NA,"Revising requirements for licensure of Level I and Level II adult cardiovascular programs; requiring the Agency for Health Care Administration to update specified rules as new applicable industry standards and guidelines are published, etc.",1,"2025-02-10",2025,"2025-2026"
"S0598",1964314,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0598/2025","https://www.flsenate.gov/Session/Bill/2025/598","Enhanced Firearms Training Facilities",NA,"Establishing procedures for licensure by the Department of Agriculture and Consumer Services; authorizing a sheriff to enter into an agreement with the owner of an enhanced firearms training facility to conduct training for the school guardian program at the facility; exempting an enhanced firearms training facility from complying with specified local government requirements under certain circumstances, etc.",1,"2025-02-10",2025,"2025-2026"
"S0600",1964238,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0600/2025","https://www.flsenate.gov/Session/Bill/2025/600","Manufacturing",NA,"Revising the duties of the Department of Commerce; establishing the Chief Manufacturing Officer among the senior leadership of the department; providing that the Chief Manufacturing Officer is appointed by and serves at the pleasure of the Secretary of Commerce; requiring the department to prepare a report regarding manufacturing efforts in this state; creating the Florida Manufacturers' Workforce Development Grant Program; requiring the department, in coordination with the Chief Manufacturing Officer and the state Manufacturing Extension Partnership, to review applications submitted and to select specified projects, etc.",1,"2025-02-10",2025,"2025-2026"
"S0602",1964260,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0602/2025","https://www.flsenate.gov/Session/Bill/2025/602","Fees/Florida Manufacturing Promotional Campaign",NA,"Requiring the Department of Commerce to assess and collect a specified annual fee sufficient to fund the costs of administering the voluntary Florida Manufacturing Promotional Campaign; requiring that such fees be deposited into the Economic Development Trust Fund for a specified purpose, etc.",1,"2025-02-10",2025,"2025-2026"
"S0604",1964364,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0604/2025","https://www.flsenate.gov/Session/Bill/2025/604","Residential Swimming Pool Requirements",NA,"Requiring that swimming pools located on residential real property that is transferred or sold on or after a specified date meet certain pool safety and pool barrier requirements; requiring certain persons to report violations of the law to a local law enforcement agency; providing a criminal penalty, etc.",1,"2025-02-10",2025,"2025-2026"
"S0606",1964414,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0606/2025","https://www.flsenate.gov/Session/Bill/2025/606","Public Lodging and Food Service Establishments",NA,"Revising the instances under which the operator of any public lodging establishment may remove a guest; providing requirements for the notice an operator of a public lodging establishment or public food service establishment may give to a guest under specified circumstances; requiring a law enforcement officer to remove a guest who remains on the premises of any public lodging establishment after an operator makes a specified request, etc.",1,"2025-02-10",2025,"2025-2026"
"S0608",1964976,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0608/2025","https://www.flsenate.gov/Session/Bill/2025/608","Gulf of America",NA,"Renaming the Gulf of Mexico as the ""Gulf of America"" throughout the Florida Statutes, etc.",1,"2025-02-11",2025,"2025-2026"
"S0610",1965016,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0610/2025","https://www.flsenate.gov/Session/Bill/2025/610","Mental Health Support Residences",NA,"Providing that the use of certain dwellings as, or the conversion of such dwellings into, certain residences is not a change in occupancy as defined in the Florida Building Code; providing that the use of certain dwellings as, or the conversion of such dwellings into, certain residences does not require the reclassification of such dwellings for purposes of enforcing the Florida Fire Prevention Code, etc.",1,"2025-02-11",2025,"2025-2026"
"S0612",1964918,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0612/2025","https://www.flsenate.gov/Session/Bill/2025/612","Murder",NA,"Creating the offense of murder in the third degree; providing criminal penalties, etc.",1,"2025-02-11",2025,"2025-2026"
"S0614",1964783,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/S0614/2025","https://www.flsenate.gov/Session/Bill/2025/614","Child Care Facility and Program Background Screening Requirements",NA,"Revising the definition of the term ""personnel"" to include recreational enrichment program personnel for screening purposes; defining the term ""recreational enrichment program""; exempting such programs from certain licensing requirements of the Department of Children and Families; prohibiting recreational enrichment programs from using or releasing information from certain criminal or juvenile records for purposes other than employment screening, etc.",1,"2025-02-11",2025,"2025-2026"
